SYMBOL,PROBEID,training_probe_mean,training_probe_mean_hex,n_probes_gene,map_hash,training_sample_hash,training_n,analysis_key
PCYOX1L,218953_s_at,6.57759930113089,hex:0x1.a4f7630f232d2p+2,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PCYT1A,225069_at,7.31099552667539,hex:0x1.d3e759c8117a9p+2,3,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PCYT1B,210456_at,4.47264801898953,hex:0x1.1e3fdd7a0511dp+2,3,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PCYT2,209577_at,6.7467851244014,hex:0x1.afcb53d59c5edp+2,2,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDAP1,202290_at,8.4686760326719,hex:0x1.0eff64e117d5dp+3,2,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDC,211496_s_at,2.61635705489703,hex:0x1.4ee4c9b8b8877p+1,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDCD1,207634_at,5.63765129545724,hex:0x1.68cf47610f6acp+2,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDCD10,210907_s_at,10.0330456718743,hex:0x1.410eb5cbff307p+3,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDCD11,212422_at,7.12051664790925,hex:0x1.c7b68b7559339p+2,2,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDCD1LG2,224399_at,4.0037780215288,hex:0x1.003de62bba399p+2,2,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDCD2,213581_at,7.06975245979232,hex:0x1.c476d30567e8ap+2,5,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDCD2L,224467_s_at,7.43482313751134,hex:0x1.dbd4246cc9f0fp+2,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDCD4,212593_s_at,9.57714205275916,hex:0x1.3277f29c37e6bp+3,5,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDCD5,219275_at,7.60292744207504,hex:0x1.e6965cfb64b01p+2,2,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDCD6,203415_at,9.35661610458813,hex:0x1.2b69662d4ddabp+3,3,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDCD6IP,217746_s_at,9.97655775523735,hex:0x1.3f3ff60cacc96p+3,2,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDCD6P1,1569110_x_at,7.49969798860558,hex:0x1.dffb0d45bc07ap+2,2,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDCD7,231809_x_at,6.94163807319372,hex:0x1.bc43cc5642452p+2,2,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDCL,204449_at,7.24840241859162,hex:0x1.cfe5d342064afp+2,2,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDCL2,237477_at,2.55374033131937,hex:0x1.46e0f692bf179p+1,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE10A,211171_s_at,3.91182919644154,hex:0x1.f4b6d1b1208ecp+1,3,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE11A,221110_x_at,4.29653924241187,hex:0x1.12fa7fbb08efp+2,4,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE12,231839_at,8.42361709508726,hex:0x1.0d8e45702da45p+3,4,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE1A,208396_s_at,4.30214428986911,hex:0x1.13565500ea4d6p+2,7,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE1B,206444_at,5.58026118876614,hex:0x1.6522ffd338dffp+2,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE1C,216869_at,4.62738087940489,hex:0x1.28270221cb805p+2,6,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE2A,204134_at,5.56866126543281,hex:0x1.6464f238624c1p+2,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE3A,228507_at,6.70278832694415,hex:0x1.acfa7be40f15ap+2,4,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE3B,208591_s_at,5.74987389725655,hex:0x1.6ffdef1635d1bp+2,3,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE4A,204735_at,5.87550286428447,hex:0x1.78083d2a69fddp+2,5,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE4B,203708_at,6.55069001419546,hex:0x1.a33e81544d02bp+2,3,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE4D,204491_at,6.99708598771379,hex:0x1.bfd041bf21f4fp+2,6,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE4DIP,214129_at,7.32660685233508,hex:0x1.d4e7206d5b6f4p+2,7,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE4DIPP2,232509_at,5.02506635075916,hex:0x1.419aafe52f671p+2,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE4DIPP6,230837_at,4.21376366392496,hex:0x1.0dae4dca685f6p+2,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE5A,227088_at,6.70253381182025,hex:0x1.acf650608689fp+2,8,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE6A,206623_at,4.37435830562129,hex:0x1.17f57c89e8487p+2,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE6B,210304_at,4.27510390517627,hex:0x1.119b4d68eef8fp+2,2,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE6C,211093_at,2.41392773608202,hex:0x1.34fb9584b0973p+1,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE6D,204091_at,7.35931798888482,hex:0x1.d6ff10e0c7fc6p+2,3,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE6G,210060_at,5.84741394559162,hex:0x1.763c07b39f61dp+2,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE6H,206841_at,2.79150742651658,hex:0x1.65501d87b704cp+1,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE7A,223358_s_at,6.74249326854625,hex:0x1.af85027c7a008p+2,6,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE7B,243438_at,4.53236750397906,hex:0x1.22124f26c2c3dp+2,3,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE8A,212522_at,7.97776234208377,hex:0x1.fe93a880a0a66p+2,4,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE8B,213228_at,4.50696342410297,hex:0x1.207216b7b2964p+2,3,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDE9A,205593_s_at,6.8895100864171,hex:0x1.b8edbbb6a7e8fp+2,2,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDGFA,205463_s_at,7.26440047607504,hex:0x1.d0ebeff972815p+2,2,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDGFB,216061_x_at,6.2418029588185,hex:0x1.8f79b31e0ce53p+2,4,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDGFC,218718_at,7.74865137066841,hex:0x1.efe9e7704817p+2,2,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDGFD,219304_s_at,5.65163398497906,hex:0x1.69b45f079c9f1p+2,2,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDGFRA,203131_at,8.673212570363,hex:0x1.158af5169ee2ep+3,4,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDGFRB,202273_at,7.22025760094066,hex:0x1.ce18b3562f139p+2,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDGFRL,205226_at,5.15835069697906,hex:0x1.4a226af634ba2p+2,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDHA1,200980_s_at,9.76501824269284,hex:0x1.387b0789a6b17p+3,3,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDHA2,214518_at,3.68155932838045,hex:0x1.d73d5608d6c14p+1,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDHB,211023_at,9.80072424927225,hex:0x1.399f8875f7a19p+3,2,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDHX,203067_at,8.25935210632461,hex:0x1.084c9cc9da035p+3,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDIA2,206691_s_at,5.06682733924607,hex:0x1.4446e62d2298ep+2,2,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDIA3,208612_at,11.2141603930227,hex:0x1.66da66e58430cp+3,3,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDIA4,211048_s_at,9.48826578042932,hex:0x1.2f9fdf8ed6652p+3,2,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDIA5,203857_s_at,8.57265852727051,hex:0x1.125337f9cce01p+3,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDIA6,207668_x_at,10.6697519470192,hex:0x1.556e9ba29c272p+3,4,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDIK1L,227255_at,6.64567183310995,hex:0x1.a952aff3c9f54p+2,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDILT,1554970_at,3.25980097434031,hex:0x1.a1412888215adp+1,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDK1,226452_at,7.42320360509075,hex:0x1.db15c492da803p+2,3,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDK2,202590_s_at,6.75318109204014,hex:0x1.b0341e7791ca3p+2,2,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDK3,228959_at,8.72402537435079,hex:0x1.172b374309f1fp+3,5,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDK4,225207_at,6.36803319651309,hex:0x1.978ddb1bb76d8p+2,3,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDLIM1,208690_s_at,11.0574294387539,hex:0x1.61d6764328d2fp+3,1,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDLIM2,219165_at,6.95400085113787,hex:0x1.bd0e5995ff929p+2,2,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDLIM3,209621_s_at,7.18159110549564,hex:0x1.cb9f304cd649bp+2,3,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDLIM4,218690_at,5.82005682494241,hex:0x1.747bcf9eff4fcp+2,5,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDLIM5,212412_at,9.73676080156719,hex:0x1.37938b6376962p+3,10,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDLIM7,203370_s_at,6.52697713471553,hex:0x1.a1b9fe4dd5f3bp+2,7,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDP1,222572_at,8.53575023744503,hex:0x1.1124ddae94d1ep+3,2,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
PDP2,226855_at,6.88187779132286,hex:0x1.b870af8c3339ep+2,2,07498f0a9537a0529b8a35c5f61cf6e21cfffa8de300b3eae0f22dea7c458a53,bdef59e3884cdfb47b39c178f4c6ce229f40636b127f9ed19d9a84de360fbfe7,573,b0e967f58f2d4188de47bdf555bcafbb4ac76f1b92b69383cc77a5a49ddb3144
